id,lang,text,author_id,conversation_id,created_at,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552296470052684e+18,id,"""Ada masukan sebagai jalan tengah, permintaan membuka informasi untuk keperluan penyelidikan tersebut harus lewat pengadilan,"" ujarnya.

Bacanya yang lengkap ya:) https://t.co/mzthZxjuHG https://t.co/QnXLhsKAnK",598448515.0,1.552296470052684e+18,2022-07-27 14:14:53,0,0,0,0,"""There is input as a middle ground, the request to open information for the purposes of the investigation must go through the court,"" he said.

Read the complete one :) https://t.co/mzthzxjuhg https://t.co/qnxlhskank",0.15,0.475
1.552296044817691e+18,id,"Kominfo Disebut Bisa Intip Obrolan WhatsApp-Gmail Lewat Aturan PSE

https://t.co/YKgjDZ5tzH",1168746690.0,1.552296044817691e+18,2022-07-27 14:13:12,8,3,14,0,"Kominfo is said to be able to peek at Whatsapp-Gmail chat through PSE rules

https://t.co/ykgjdz5tzh",0.5,0.625
1.552294839311823e+18,id,"Daripada kena denda dan tdk bisa beroperasi, mending sgra daftar PSE.

@kemkominfo
@PlateJohnny

https://t.co/MFdTvFYPne",1.042822530279473e+18,1.552294839311823e+18,2022-07-27 14:08:24,2,0,1,0,"Instead of being fined and unable to operate, it's better to list PSE.

@kemkominfo
@Platejohnny

https://t.co/MFDTVFYPNE",0.0,0.5
1.55229336398619e+18,id,"Kominfo disebut bisa intip obrolan di WhatsApp dan Gmail berdasarkan aturan Permenkominfo Nomor 5 Tahun 2020 tentang PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber dari CISSReC, Pratama Persadha. https://t.co/Ol1toyFauu",69183155.0,1.55229336398619e+18,2022-07-27 14:02:32,67,61,101,30,"The Ministry of Communication and Information is said to be able to take a peek at the chat on WhatsApp and Gmail based on Permenkominfo rules number 5 of 2020 concerning PSE Private Scope. This was revealed by cyber security experts from Cissrec, Pratama Persadha. https://t.co/ol1toyfauu",0.25,0.5
1.552287441570365e+18,id,Who knows suatu saat nanti omonganku tentang PSE asing bakalan daftar setelah deadline benar adanya pada esok hari (Pemblokirannya bersifat sementara seperti yang dikatakan Kominfo).,1.427315844262994e+18,1.549772625702187e+18,2022-07-27 13:39:00,0,1,0,0,"Who knows, someday my talk about foreign PSE will list after the deadline is true tomorrow (the blocking is temporary as Kominfo said).",0.1125,0.3875
1.552286679674733e+18,id,"sepertinya aturan PSE perlu direvisi nih, atau kominfo sengaja memanfaatkan kultur orang Indonesia yang 'bodo amat' soal data 😂 https://t.co/VPmiSxWqHl",1.547514504124064e+18,1.552286679674733e+18,2022-07-27 13:35:59,0,0,0,0,"Looks like the PSE rules need to be revised, or Kominfo deliberately utilizes the culture of Indonesian people who are 'very bodo' about data 😂 https://t.co/vpmisxwqhl",0.2,0.3
1.552285220464128e+18,id,"kita lihat besok, apa berani blokir aplikasi/situs yg belum daftar PSE ke Kominfo gak... wkwkwkwk... https://t.co/W4K3tpPfsn",67281504.0,1.552285220464128e+18,2022-07-27 13:30:11,1,1,1,0,"We will see tomorrow, what dare to block applications/sites that have not yet registered PSE to Kominfo or not ... wkwkwkwk ... https://t.co/w4k3TPPFSN",0.0,0.0
1.552285175400124e+18,id,"Pendaftaran dari Penyelenggara Sistem Elektronik (PSE) Lingkup Privat yang ditetapkan oleh Kementerian Komunikasi dan Informatika (Kominfo) telah ditutup pada Rabu minggu lalu, tepatnya 20 Juli 2022.

https://t.co/NJUTcgm3U3",87161862.0,1.552285175400124e+18,2022-07-27 13:30:00,0,0,0,0,"Registration from the organizer of the Private Electronic System (PSE) set by the Ministry of Communication and Information (Kominfo) was closed on Wednesday last week, precisely July 20, 2022.

https://t.co/njutcgm3u3",0.07500000000000001,0.3354166666666667
1.552282921935192e+18,id,"Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/eRfJMyaSCm, game online Defense of the Ancients (DoTA) dan Counter Striker @kemkominfo @PlateJohnny https://t.co/cZuQBuPtH2",1.381618304184246e+18,1.552282921935192e+18,2022-07-27 13:21:03,0,0,0,0,"So far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn professional social media, https://t.co/erfjmyascm marketplace, online game defense of the ancients (dota) and counter striker @kemkominfo @platejohnny https://t.co/czuqbupth2",-0.04166666666666667,0.3130952380952381
1.552280411820007e+18,zxx,https://t.co/PTXZwlzp8W,1.519090128957833e+18,1.552280411820007e+18,2022-07-27 13:11:04,0,0,0,0,,,
1.552280153312891e+18,id,"Bisa‼️
Waras tah... ?

Jok semena²... Dukungan bisa berbalik.
https://t.co/8NXQ4Iaw7P",1.265895268936905e+18,1.552280153312891e+18,2022-07-27 13:10:03,0,1,4,0,"Can‼ ️
Waras tah ...?

Seat arbitrarily ... support can turn around.
https://t.co/8nxq4iaw7p",-0.1,0.6
1.552280123826512e+18,id,"Wah kacau, folder di google drive yang selama ini tersimpan rapi bisa dilihat dong berarti 😏

Secara gmail aja bisa diintip percakapannya 🤦
#PSE #kominfo https://t.co/aZ6qOClbhr",1.117436973986095e+18,1.552280123826512e+18,2022-07-27 13:09:56,0,0,1,0,"Wow, chaotic, the folder on Google Drive that has been neatly stored can be seen means 😏

Gmail can just be peeked at the conversation 🤦
#PSE #KOMINFO https://t.co/az6qoclbhr",0.1,1.0
1.552280000128483e+18,id,"Wait... Baru inget hari ini hari terakhir PSE kominfo, terus steam, epic, origin, sama LinkedIn belum daftar juga... 😨😨",171017721.0,1.552280000128483e+18,2022-07-27 13:09:26,0,1,1,0,"Wait ... just remember today the last day of PSE Kominfo, then Steam, Epic, Origin, and LinkedIn have not registered ... 😨😨",0.05,0.2333333333333333
1.55227959471129e+18,cy,"Orwellian. 🤡

https://t.co/0QZ5rMrVui",1.459646125326045e+18,1.55227959471129e+18,2022-07-27 13:07:49,0,0,1,0,"Orwellian. 🤡

https://t.co/0qz5rmrvui",0.0,0.0
1.552278800313881e+18,zxx,https://t.co/87D1FMrkxM,3006059372.0,1.552278800313881e+18,2022-07-27 13:04:40,0,0,0,0,,,
1.552277676505072e+18,id,"kenapa pada takut sama berita ginian ya

padahal 'Privacy Policy' layanannya udah tertulis ""kami berhak mengirim data pribadi atau hal lainnya jika diperlukan oleh yang berwajib""

dalam hal ini ""yang berwajib"" itu salah satunya ya pemerintahan

https://t.co/xahWF6cPJy",176738271.0,1.552277676505072e+18,2022-07-27 13:00:12,2,2,1,0,"Why are you afraid of this news

Even though the 'privacy policy' has been written ""We have the right to send personal data or other things if needed by the authorities""

In this case ""the authorities"" is one of them, the government

https://t.co/xahwf6cpjy",-0.1098214285714286,0.5276785714285714
1.552276249866777e+18,zxx,https://t.co/XMtD3t15JP,1.231495733523567e+18,1.55227624628897e+18,2022-07-27 12:54:32,1,1,4,1,,,
1.552272001594982e+18,id,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/vNm2Lh4KPS, game online Defense of the Ancients (DoTA) dan Counter Striker.
@kemkominfo",1.371566356093489e+18,1.55218297376383e+18,2022-07-27 12:37:39,0,0,0,0,"@Hyang_wisnu @kemkominfo @platejohnny @jokowi so far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn Professional Social Media, Marketplace https://t.co/vnm2lh4kps, online game defense of the ancients (dota ) and counter striker.
@kemkominfo",-0.04166666666666667,0.3130952380952381
1.552271903163056e+18,id,"Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/vNm2Lh4KPS, game online Defense of the Ancients (DoTA) dan Counter Striker.
@kemkominfo https://t.co/3XiEuPhkX0",1.371566356093489e+18,1.552271903163056e+18,2022-07-27 12:37:16,0,0,0,0,"So far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn professional social media, https://t.co/vnm2lh4kps marketplace, online game Defense of the Ancients (Dota) and Counter Striker.
@kemkominfo https://t.co/3xieUPHKX0",-0.04166666666666667,0.3130952380952381
1.552271662120604e+18,id,"@txtfrombrand Jika aplikasi telegram yg notabene gratis/open source kenapa kok sudah didaftarin duluan ya. Udah jelas ada politik udang di balik batu nih.
Atau penerapan Totalitarianisme modern ?
Welcome to neo-nazi

• https://t.co/OqIwigcfsN
• https://t.co/CQUbF4UFt1
https://t.co/jkju43T1Lg",1.334253325911433e+18,1.552153539069514e+18,2022-07-27 12:36:18,0,0,0,0,"@txtfrombrand If the telegram application which is actually free/open source why how come it's already registered first. It's clear that there is shrimp politics behind the stone.
Or the application of modern totalitarianism?
Welcome to Neo-Nazi

• https://t.co/oqiwigcfsn
• https://t.co/cqubf4uft1
https://t.co/jkju43t1lg",0.1583333333333334,0.4527777777777778
1.55227090036786e+18,id,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi kami dapat mematuhi dan mengikuti aturan regulator lokal (PSE Kominfo) demi keberlangsungan bisnis Alibaba,” jelas Leon Chen sbg bos Alibaba. 
@kemkominfo",1.37233185308491e+18,1.55218297376383e+18,2022-07-27 12:33:17,0,0,0,0,"@Hyang_wisnu @kemkominfo @platejohnny @jokowi we can obey and follow the rules of the local regulator (PSE Kominfo) for the continuity of Alibaba's business, ""explained Leon Chen as Alibaba boss.
@kemkominfo",0.0,0.0
1.552270780029112e+18,id,"kami dapat mematuhi dan mengikuti aturan regulator lokal (PSE Kominfo) demi keberlangsungan bisnis Alibaba,” jelas Leon Chen sbg bos Alibaba. 
@kemkominfo https://t.co/CveLak9fll",1.37233185308491e+18,1.552270780029112e+18,2022-07-27 12:32:48,0,0,0,0,"We can obey and follow the rules of the local regulator (PSE Kominfo) for the continuity of Alibaba's business, ""explained Leon Chen as Alibaba boss.
@kemkominfo https://t.co/cvelak9fll",0.0,0.0
1.552270678354952e+18,id,Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat Kominfo berpotensi mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia @kemkominfo https://t.co/hn5xsXZQR3,1.547559423815877e+18,1.552270678354952e+18,2022-07-27 12:32:24,0,0,0,0,Technology platforms that do not register for the organizer of the Private Communication and Information System (PSE) have the potential to suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia @kemkominfo https://t.co/hn5xsxzqr3,0.1666666666666667,0.6666666666666666
1.552268796882063e+18,id,"Patuhi Kebijakan Kominfo, Alibaba Cloud Daftar PSE. 

@kemkominfo @PlateJohnny @ardhani83 @79_two @DediKusnadiYah1
https://t.co/A3OJuB0VXc",2154435139.0,1.552268796882063e+18,2022-07-27 12:24:55,0,0,1,0,"Obey the Communication and Information Policy, Alibaba Cloud List PSE.

@kemkominfo @platejohnny @ardhani83 @79_two @dedikusnadiyah1
https://t.co/a3ojub0vxc",0.0,0.0
1.552268503868383e+18,id,Kominfo Disebut Bisa Intip Obrolan WhatsApp-Gmail Lewat Aturan PSE https://t.co/DrOHuZNPM6,598959076.0,1.552268503868383e+18,2022-07-27 12:23:45,0,0,0,0,Kominfo is said to be able to take a peek at WhatsApp-Gmail chat through the rules of PSE https://t.co/drohuznpm6,0.5,0.625
1.552268313056555e+18,id,"Sejumlah PSE Asing seperti Wikipedia, Yahoo, Waze, Pinterest dan sebagainya, masih belum tampak dan tercatat di laman https://t.co/x4N0Xls7VP. * #Tekno

https://t.co/d96fEl0u9z",23343960.0,1.552268313056555e+18,2022-07-27 12:23:00,0,0,1,0,"A number of foreign PSEs such as Wikipedia, Yahoo, Waze, Pinterest and so on, are still not visible and recorded on the page https://t.co/x4n0xls7vp. * #Tekno

https://t.co/d96fel0u9z",-0.0625,0.3125
1.552267008485769e+18,id,Google akhirnya mendaftarkan diri sebagai Penyelenggara Sistem Elektronik (PSE) Lingkup Privat di Kementerian Komunikasi dan Informatika (Kominfo) @kemkominfo https://t.co/AKfVsIqtRG,1.547559423815877e+18,1.552267008485769e+18,2022-07-27 12:17:49,0,0,0,0,Google finally registered as the organizer of the Private Electronic System (PSE) in the Ministry of Communication and Information (Kominfo) @kemkominfo https://t.co/akfvsiqtg,0.0,0.6875
1.552259502455529e+18,id,"Kominfo disebut bisa intip obrolan WhatsApp dan Gmail berdasarkan aturan PSE Lingkup Privat. Hal itu diungkap pakar keamanan siber CISSReC, Pratama Persadha. https://t.co/HOJDtPVPpr",135815019.0,1.552259502455529e+18,2022-07-27 11:47:59,0,1,0,0,"Kominfo is said to be able to peek at WhatsApp and Gmail chat based on the PSE rules of the private scope. This was revealed by Siber Cissrec security expert, Pratama Persadha. https://t.co/hojdtpvppr",0.25,0.5
1.552254920509706e+18,id,"@txtfrombrand Kominfo gatau ya namanya privasi orang? pihak whatsapp, gmail, dan aplikasi lain yg disuruh daftar ke PSE, gausah dengerin kominfo, bukan kalian yg butuh kominfo tapi kominfo yg butuh kalian :( Punya pemerintah gini amat :(",1.428953524088361e+18,1.552153539069514e+18,2022-07-27 11:29:47,0,0,3,0,"@txtfrombrand Kominfo does not have the name of people's privacy? Whatsapp, Gmail, and other applications that were told to register to PSE, don't listen to the Ministry of Communication and Information, not those of you who need Kominfo but the Communication and Information Technology who need you :( have a government like this :(",-0.5416666666666666,0.7916666666666666
1.552251941933416e+18,id,"@txtfrombrand aihhh kominfo gak asik, taek. wes diblock ae google group gak usah daftar PSE...",225671306.0,1.552153539069514e+18,2022-07-27 11:17:57,0,0,1,0,"@txtfrombrand aihhh kominfo is not cool, taek. Wes Diblock Ae Google Group Don't have to register pse ...",-0.175,0.65
1.552246494572425e+18,id,"Situs PSE Kominfo hampir Rp1 triliun diretas hacker: 'Anggaran sefantastis itu kok kualitasnya buruk, apa di korupsi?' https://t.co/ZEBqEowt70",295577700.0,1.552246494572425e+18,2022-07-27 10:56:18,0,0,1,0,"The PSE Kominfo site is almost Rp1 trillion, hacked hacker: 'Cefantastic budget is how bad quality, what is in corruption?' https://t.co/zebqeowt70",-0.6999999999999998,0.6666666666666666
1.552245836922356e+18,id,"Batas pendaftaran PSE Lingkup Privat berakhir hari ini, 27 Juli 2022 pukul 23.59 WIB. Yahoo, LinkedIn, Steam, Amazon, hingga Alibaba terancam diblokir Kominfo. https://t.co/p8uNE9NPpN",69183155.0,1.552245836922356e+18,2022-07-27 10:53:41,10,5,8,14,"The registration limit for the private scope ended today, July 27, 2022 at 23.59 WIB. Yahoo, LinkedIn, Steam, Amazon, until Alibaba threatened to be blocked by the Ministry of Communication and Information. https://t.co/p8une9nppn",0.0,0.375
1.552243419665269e+18,id,"Batas pendaftaran PSE Lingkup Privat berakhir hari ini, 27 Juli 2022 pukul 23.59 WIB. Yahoo, LinkedIn, Steam, Amazon, hingga Alibaba terancam diblokir Kominfo. https://t.co/VB4XXJaCpp",135815019.0,1.552243419665269e+18,2022-07-27 10:44:05,0,0,0,0,"The registration limit for the private scope ended today, July 27, 2022 at 23.59 WIB. Yahoo, LinkedIn, Steam, Amazon, until Alibaba threatened to be blocked by the Ministry of Communication and Information. https://t.co/vb4xxjacpp",0.0,0.375
1.552241516633985e+18,zxx,https://t.co/d0LNqQvsRJ,102323719.0,1.552241516633985e+18,2022-07-27 10:36:31,0,0,0,0,,,
1.552239855362806e+18,id,"Kebayang klo WA ku ke suamiku diintip kominfo. 

Yah gas habis.

Yah beli bakso

Yah kirim roti pisang keju

Yah nasgor

Yah siomay

😒😒😒😒😒
https://t.co/sJYgB1BVGY",1.303615921550836e+18,1.552239855362806e+18,2022-07-27 10:29:55,3,9,25,0,"Imagine if I go to my husband to be peeked at the Ministry of Communication and Information.

Well the gas runs out.

Well buy meatballs

Yeah Send Cheese Banana Bread

Yeah Nasgor

Yeah Siomay

😒😒😒😒😒
https://t.co/sjygb1bvgy",0.0,0.0
1.552227341585514e+18,id,"Mengacu ke pasal 9, 14 dan 36 di Permenkominfo ini, pemerintah bisa melihat informasi yang dibutuhkan, meskipun data tersebut dienkripsi.
Ini berpotensi sebagai pasal karet lewat diksi2 yg abu2 seperti ""mengganggu ketertiban umum""

https://t.co/iMynupORkZ.",20038167.0,1.552227341585514e+18,2022-07-27 09:40:11,0,0,1,0,"Referring to articles 9, 14 and 36 in this Permenkominfo, the government can see the information needed, even though the data is encrypted.
This has the potential as a rubber article through gray diction like ""disturbing public order""

https://t.co/imynuporkz.",-0.1666666666666667,0.6222222222222222
1.552218837147218e+18,id,"Aturan mengenai PSE Privat dari Kominfo ini dinilai memiliki enam masalah yang cukup berbahaya, terutama terkait hak asasi manusia (HAM). https://t.co/61gXvw91Fh Antisipasi Krisis Pangan TNIAD Bersama Rakyat #DutchMillFansign #ShopeeBagiLightstick #WhatsYourK Dodol",1.253243708624921e+18,1.552218837147218e+18,2022-07-27 09:06:24,0,0,1,0,"The rules regarding the private PSE from the Ministry of Communication and Information are considered to have six problems that are quite dangerous, especially related to Human Rights (HAM). https://t.co/61gxvw91fh Anticipate the TNAD Food Crisis with the People #dutchmillfansign #shopeebagilight #whatsyourk dodol",-0.15,0.5437500000000001
1.552218800288055e+18,id,"Google, YouTube, dkk Belum Muncul di Situs PSE Kominfo Meski Diklaim Sudah Daftar. | #Tekno 

https://t.co/lu9p4vL9rr",74501380.0,1.552218800288055e+18,2022-07-27 09:06:15,1,0,0,0,"Google, YouTube, et al have not yet appeared on the PSE Kominfo site even though they are claimed to have registered. | #Tekno

https://t.co/lu9p4vl9rr",0.0,0.0
1.552218745916965e+18,id,"Belum Terdaftar di PSE, LinkedIn, Canva, dan Belasan Aplikasi Kerja Terancam Diblokir Kominfo https://t.co/tvqIFvtA9r",74501380.0,1.552218745916965e+18,2022-07-27 09:06:02,0,1,0,1,"Not yet registered with PSE, LinkedIn, Canva, and dozens of work applications threatened to be blocked by Kominfo https://t.co/tvqifvta9r",0.0,0.0
1.552218743182598e+18,id,"Google, YouTube, dkk Belum Muncul di Situs PSE Kominfo Meski Diklaim Sudah Daftar. | #Tekno 

https://t.co/uw65IQhlMe",23343960.0,1.552218743182598e+18,2022-07-27 09:06:01,0,1,0,0,"Google, YouTube, et al have not yet appeared on the PSE Kominfo site even though they are claimed to have registered. | #Tekno

https://t.co/uw65iqhlme",0.0,0.0
1.552217713493549e+18,id,"ini kalau ada perkara hukum baru diintip, tetep aja wadidaw aturannya. kalau mau aman pake ProtonMail chatnya pake Signal 😂

https://t.co/GhN7QlW0nB",1863506143.0,1.552217713493549e+18,2022-07-27 09:01:56,0,0,0,0,"This is if there is a new legal case peeked, but the rules are still. If you want to be safe using the protonmail chat using a signal 😂

https://t.co/ghn7qlw0nb",0.2787878787878788,0.3848484848484848
1.552217029679403e+18,id,"Hari Ini Deadline Daftar PSE Kominfo, Siapa Kena Blokir? https://t.co/ayOmAvLP7e",8.473725428304445e+17,1.552217029679403e+18,2022-07-27 08:59:13,0,0,0,0,"Today is the deadline for the PSE Kominfo list, who was blocked? https://t.co/ayomavlp7e",0.0,0.0
1.552216394787332e+18,id,"Hari Ini Deadline Daftar PSE Kominfo, Siapa Kena Blokir? https://t.co/qISGxLWOz2",1.446381353239523e+18,1.552216394787332e+18,2022-07-27 08:56:41,0,0,0,0,"Today is the deadline for the PSE Kominfo list, who was blocked? https://t.co/qisgxlwoz2",0.0,0.0
1.552216367125783e+18,id,"Nah gitu dunk, taat aturan @alibaba_cloud

Patuhi Kebijakan Kominfo, Alibaba Cloud Daftar PSE via @indonesiatechid https://t.co/TfFxP0HE4e",1.378257829321052e+18,1.552216367125783e+18,2022-07-27 08:56:35,0,0,0,0,"So that's Dunk, obey the rules @alibaba_cloud

Obey the Communication and Information Policy, Alibaba Cloud List PSE via @IndonesiaTechid https://t.co/tffxp0he4e",0.0,0.0
1.552215252137234e+18,id,"Nah, suruh siapa ga daftar? 

Perusahaan yang Tak Daftar PSE Kominfo akan Alami Kerugian Ini via @indonesiatechid https://t.co/tc0vaZwYHa

@tb_aank @cak_soleeh @alextham878",1.145245875083473e+18,1.552215252137234e+18,2022-07-27 08:52:09,0,0,0,0,"Well, tell who isn't the list?

Companies that do not list PSE Kominfo will experience this loss via @IndonesiaSatechid https://t.co/tc0vazwyha

@tb_aank @cak_soleeh @alextham878",0.0,0.0
1.552214309580984e+18,id,"Selain itu, ada pula perusahaan mesin pencari Bing, platform game Steam, Epic Game, Battle Net, Origin, serta perusahaan yang pernah jadi raksasa teknologi Yahoo yang kini berada di bawah Verizon. @PlateJohnny @kemkominfo @Prabu_dasamuka 
https://t.co/Ivs76jneDL",4134971.0,1.552214309580984e+18,2022-07-27 08:48:24,0,0,0,0,"In addition, there are also Bing search engine companies, steam game platforms, epic games, battle net, origin, and companies that have been giant Yahoo technology that is now under verizon. @Platejohnny @kemkominfo @prabu_dasamuka
https://t.co/ivs76jnedl",-0.07500000000000001,0.45
1.552214226349212e+18,id,"Bagi PSE yang tidak mendaftarkan per deadline yang telah ditetapkan, dikirimkan surat peringatan untuk segera melengkapi dengan batas waktu yg disepakati yaitu lima hari kerja. @PlateJohnny @kemkominfo @Prabu_dasamuka 
https://t.co/BGxUQkyFZi",4134971.0,1.552214226349212e+18,2022-07-27 08:48:04,0,0,0,0,"For PSE who do not register per deadline that has been determined, a warning letter is sent to immediately complete the agreed deadline of five working days. @Platejohnny @kemkominfo @prabu_dasamuka
https://t.co/bgxuqkyfzi",0.1,0.4
1.552213505885245e+18,id,"Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/KFhDhfvB3n.  @PlateJohnny @kemkominfo @Prabu_dasamuka 
https://t.co/SNwSyGJxIj",1.278294276238045e+18,1.552213505885245e+18,2022-07-27 08:45:13,2,0,2,0,"So far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn professional social media, marketplace https://t.co/kfhdhfvb3n. @Platejohnny @kemkominfo @prabu_dasamuka
https://t.co/snwsygjxij",0.01805555555555556,0.2986111111111111
1.552213338591232e+18,id,"Kominfo memberikan kelonggaran waktu bagi sejumlah aplikasi yang belum mendaftar, terhitung lima hari kerja sejak Kamis (21/7). @PlateJohnny @kemkominfo @setengahmalass 
https://t.co/SHBRE1pvb3",1.278294276238045e+18,1.552213338591232e+18,2022-07-27 08:44:33,0,0,0,0,"The Ministry of Communication and Information provides a time leeway for a number of applications that have not registered, starting five working days since Thursday (7/21). @Platejohnny @kemkominfo @sengahmalasses
https://t.co/shbre1pvb3",0.0,0.1
