id,conversation_id,lang,created_at,author_id,text,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.5526031943871e+18,1.5526031943871e+18,id,2022-07-28 10:33:42,168903780.0,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/DKJJJFMgV0,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/dkjjjjfmgv0,0.35,0.65
1.552602907236712e+18,1.552602907236712e+18,id,2022-07-28 10:32:33,286472930.0,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/ZYHfvi9uHa,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/zyhfvi9uha,0.35,0.65
1.552602515689984e+18,1.552602515689984e+18,id,2022-07-28 10:31:00,1426111909.0,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/fSPMIDNLtN,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/fspmidnltn,0.35,0.65
1.552602341920018e+18,1.552602341920018e+18,id,2022-07-28 10:30:18,426321924.0,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/7JrHTWpt0b,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/7jrhtwpt0b,0.35,0.65
1.552601498520982e+18,1.552601498520982e+18,id,2022-07-28 10:26:57,243177995.0,Benarkah Aturan PSE Memungkinkan Kominfo Bisa Intip Percakapan WhatsApp Pengguna? https://t.co/0xTuUG7Y6q,0,0,0,0,Is it true that the PSE rules allow the Ministry of Communication and Information to take a peek at the user's WhatsApp conversation? https://t.co/0xtuug7y6q,0.35,0.65
1.552595631465648e+18,1.552595631465648e+18,id,2022-07-28 10:03:39,1.050617810810941e+18,Ada untungnya lebih sering chat via DM twitter daripada whatsapp.. Takut aja nanti kalau dipantau sama pegawhy kominfo.. 😁,0,1,0,0,"Fortunately, more often chat via DM Twitter than WhatsApp ... just afraid later if monitored by the shade of the Kominfo .. 😁",-0.03333333333333333,0.4666666666666666
1.552594210712613e+18,1.552594210712613e+18,id,2022-07-28 09:58:00,1312514755.0,Teringat film Enemy of The State (1988).  Akhirnya senjata makan tuan.... https://t.co/uz3f1fNl4B,4,4,81,2,Remembering the film Enemy of the State (1988). Finally the weapon eats sir .... https://t.co/uz3f1fnl4b,0.0,1.0
1.552585320356782e+18,1.552585320356782e+18,en,2022-07-28 09:22:40,1.466796196031123e+18,"Indonesia is becoming a surveillance state
https://t.co/jJSLwxHlEf",0,1,0,0,"Indonesia is becoming a surveillance state
https://t.co/jJSLwxHlEf",0.45,0.8500000000000001
1.552583946235351e+18,1.552583946235351e+18,id,2022-07-28 09:17:13,1.51107842134596e+18,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/e1lfy5R781",0,0,0,0,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules
https://t.co/e1Lfy5r781",0.5,0.625
1.552582562970993e+18,1.552389106952446e+18,id,2022-07-28 09:11:43,1.470769823856611e+18,"@kirawontmiss bakal banyak nih
https://t.co/kwe9G6zgeD",0,0,1,0,"@kirawontmiss there will be a lot
https://t.co/kwe9g6zged",0.0,0.0
1.552577509145051e+18,1.552577509145051e+18,id,2022-07-28 08:51:38,1.369573838007063e+18,"keren ini kalo sampe @kemkominfo sanggup men-decrypt data ter-enkripsi!
kalo sanggup mohon bantu warga yg datanya di-enkripsi ransom dJvu online yg minta tebusan Rp14jt/file dlm #BTC !
@emsisoft @MicrosoftID @AVGFree @Smadav gak mampu!

@BSSN_RI @CCICPolri
https://t.co/eDzHumN9Y6",0,0,0,0,"This is cool if you arrive @kemkominfo can decrypt the encrypted data!
If you can, please help residents whose data are encrypted by DJVU online ransom who ask for a ransom of Rp14 million/file in #BTC!
@emsisoft @microsoftid @avgfree @smadav can't afford it!

@Bssn_ri @ccicpolri
https://t.co/edzhumn9y6",0.68359375,0.65
1.552576678744199e+18,1.552576678744199e+18,id,2022-07-28 08:48:20,8.87743587579945e+17,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/jiUjur5BLc",12,6,23,2,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules
https://t.co/jiujur5blc",0.5,0.625
1.552576527019147e+18,1.552576527019147e+18,id,2022-07-28 08:47:44,2243116382.0,"Aturan PSE Wajib Daftar, Kominfo Bisa Lihat Pesan di WhatsApp & Google https://t.co/eX4gn4qBOx",0,0,0,0,"PSE rules must register, Kominfo can see messages on WhatsApp & Google https://t.co/ex4gn4qbox",0.0,0.0
1.552575888486719e+18,1.552575888486719e+18,id,2022-07-28 08:45:11,552523769.0,"Kominfo mewajibkan raksasa teknologi mendaftar di Indonesia. Aturan ini ternyata memungkinkan kementerian meminta WhatsApp hingga Google membuka isi pesan pengguna.

 https://t.co/0N3szBEZP1",0,0,1,0,"Kominfo requires a technology giant to register in Indonesia. This rule turned out to allow the ministry to request WhatsApp until Google opens the contents of the user's message.

 https://t.co/0n3szbezp1",0.0,1.0
1.55257552347315e+18,1.55257552347315e+18,id,2022-07-28 08:43:44,94515787.0,"Apa pendapat Hard Rockers soal isi Chat WhatsApp dan Gmail kita bisa dilihat Kominfo?

Sharing yuk bareng @Gabriellejns di #afternoontalks",0,0,0,0,"What is the opinion of Hard Rockers about the contents of WhatsApp and Gmail chat can be seen by the Ministry of Communication and Information?

Let's share with @gabriellejns in #AftNoontalks",-0.2916666666666667,0.5416666666666666
1.552572601356403e+18,1.552572601356403e+18,id,2022-07-28 08:32:08,9.947659891442893e+17,"she’s a 10 she’s a 10, pegawai kominfo noh tau u diputusin lewat whatsapp",44,8,109,2,"She’s A 10 She’s a 10, the Kominfo employee knows u is decided via WhatsApp",0.0,0.0
1.552566925225783e+18,1.552566925225783e+18,id,2022-07-28 08:09:34,9.152427654532137e+17,"Aturan PSE Lingkup Privat yang penuh kontroversi ternyata memungkinkan Kementerian Komunikasi dan Informatika (Kominfo) mengintip Chat WhatsApp dan isi surat Gmail. Bukankah hal ini melanggar privasi pengguna? #inibaruid
https://t.co/KsUwPwMDxu",0,0,0,0,"PSE rules full of private scope of controversy turned out to allow the Ministry of Communication and Information (Kominfo) to peek at WhatsApp chat and the contents of the Gmail letter. Isn't this violating user privacy? #inbaruid
https://t.co/KSUWPWMDXU",0.175,0.4625
1.552562810990875e+18,1.552562810990875e+18,id,2022-07-28 07:53:14,1.456949178421101e+18,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE – Berita dan Informasi Cepat dan Akurat,
Politik, ekonomi, sosial, agama, bencana, jakarta, bandung, surabaya, indonesia, pre... https://t.co/2pb337xtRR https://t.co/WYYoreF3nk",0,0,0,0,"Communication and Information is said to be able to take a peek at WhatsApp-Gmail conversation through the rules of PSE-news and fast and accurate information,
Politics, Economy, Social, Religious, Disaster, Jakarta, Bandung, Surabaya, Indonesia, Pre ... https://t.co/2pb337xtr https://t.co/wyyoref3nk",0.2266666666666667,0.4349999999999999
1.552550445637566e+18,1.552550445637566e+18,id,2022-07-28 07:04:05,1.493556582604751e+18,"Wah Bahaya

Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE | 
Siang Jokowi New World Cebong Apeng Kopda Muslimin PBNU Dunia Tip-tipu Kamis #TangkapMardaniMaming #BrigadirYosua #KeadilanTebangPilih #kesalahanwawancara #CopotJugaFadil https://t.co/L49iHOska3",0,0,0,0,"Wow danger

Kominfo is said to be able to take a peek at WhatsApp-Gmail conversation through PSE rules |
Afternoon Jokowi New World Cebong Apeng Kopda Muslimin PBNU World Tip-Tipa Thursday #Tangkapmardanimaming #brigadiryosua #keadilantebangpilgan #kasanWas interview #CopotJugaAdil https://t.co/l49ihoska3",0.2454545454545455,0.6931818181818182
1.552547395656753e+18,1.552547395656753e+18,id,2022-07-28 06:51:58,80180878.0,admin kominfo divisi whatsapp dibagi berasarkan provider. https://t.co/O4ANJyFq4u,0,0,0,0,WhatsApp Division Communication and Information Admin is divided based on providers. https://t.co/o4anjyfq4u,0.0,0.0
1.552540871253697e+18,1.552540871253697e+18,id,2022-07-28 06:26:03,1.332619513972462e+18,"Pengguna WhatsApp Was-Was, Benarkah Kominfo Bisa Intip Percakapan WA? https://t.co/GJr5kXKrh0",0,0,0,0,"WhatsApp users are worried, is it true that the Ministry of Communication and Information can take a peek at WA conversation? https://t.co/gjr5kxkrh0",0.35,0.65
1.552538646934598e+18,1.552538646934598e+18,id,2022-07-28 06:17:12,261160000.0,Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE https://t.co/jS0EDkHTmA,0,0,0,0,Kominfo is said to be able to take a peek at WhatsApp-Gmail conversation through the rules of PSE https://t.co/js0edkhtma,0.5,0.625
1.552532906316546e+18,1.55247362848195e+18,id,2022-07-28 05:54:24,93887746.0,@deeesti kominfo langsung jadi kpopers jalur intip whatsapp,0,0,1,0,@deeesti Kominfo immediately becomes a peek lane Whatsapp,0.0,0.0
1.552530887946174e+18,1.552530887946174e+18,id,2022-07-28 05:46:22,3319260420.0,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/uIMEbu4gvt",5,0,5,0,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules
https://t.co/uimebu4gvt",0.5,0.625
1.552528210247569e+18,1.552528210247569e+18,id,2022-07-28 05:35:44,1.275927437272969e+18,Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE  https://t.co/7Bl9HZXjhr,0,0,0,0,Kominfo is said to be able to take a peek at WhatsApp-Gmail conversation through the rules of PSE https://t.co/7bl9hzxjhr,0.5,0.625
1.552522333348405e+18,1.552522333348405e+18,id,2022-07-28 05:12:23,1.513428046434681e+18,Benarkah PSE Kominfo dapat Sadap WhatsApp? https://t.co/ccXrmzr86e,0,0,0,0,Is it true that PSE Kominfo can tap WhatsApp? https://t.co/ccxrmzr86e,0.35,0.65
1.552522308467687e+18,1.552522308467687e+18,id,2022-07-28 05:12:17,1.453173401342779e+18,Benarkah PSE Kominfo dapat Sadap WhatsApp? https://t.co/8TR4VBSIMs,0,0,0,0,Is it true that PSE Kominfo can tap WhatsApp? https://t.co/8tr4vbsims,0.35,0.65
1.552519662994239e+18,1.552467453631877e+18,id,2022-07-28 05:01:46,1.368558452495151e+18,"@ecafvrta @Valsetre hahahahha, lagian aneh banget yaa segala mau tau chat pribadi sama isi gmail
https://t.co/VgsLmswLYS",0,0,0,0,"@ecafvrta @valsetre hahahahha, anyways, it's really weird, all you want to know the personal chat with the contents of Gmail
https://t.co/vgslmswlys",-0.25,0.65
1.552519630257656e+18,1.552519630257656e+18,id,2022-07-28 05:01:38,969528270.0,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/B84tc6937Y",0,0,0,0,"Through PSE rules, Kominfo can take a peek at WhatsApp and Gmail conversations https://t.co/b84tc6937y",0.0,0.0
1.552519516847935e+18,1.552453704322003e+18,id,2022-07-28 05:01:11,1.368558452495151e+18,"@aulalele @seennisa @rmangkuwidjaya hahhahahha, kominfo bisa istigfarr
https://t.co/VgsLmswLYS",0,0,0,0,"@aulalele @seennisa @rmangkuwidjaya hahhahahha, Kominfo can be istigfarr
https://t.co/vgslmswlys",0.0,0.0
1.552519418285924e+18,1.552143556877292e+18,id,2022-07-28 05:00:48,1.368558452495151e+18,"@Aryasaa_ @Eno_Bening duhhhh kok ribet bangett yaa
https://t.co/VgsLmswLYS",0,0,0,0,"@Aryasaa_ @eno_bening duhhhh how come it's really complicated
https://t.co/vgslmswlys",-0.5,0.8
1.552519242452386e+18,1.552496577679221e+18,id,2022-07-28 05:00:06,1.368558452495151e+18,"@ghostingmampuss @cymercra @sbmptnfess hahahhah ada ada aja dah
https://t.co/VgsLmswLYS",0,0,0,0,"@ghostmampuss @cymercra @sbmptnfess hahahhah there are just there
https://t.co/vgslmswlys",0.0,0.0
1.552519069836132e+18,1.552494933268869e+18,id,2022-07-28 04:59:25,1.368558452495151e+18,"@bumperorange @kemkominfo makanyaa itu kaa, itu kan privasi yaaa
https://t.co/VgsLmsfIWS",0,0,0,0,"@bumperorangae @kemkominfo, that's why it's a privacy
https://t.co/vgslmsfiws",0.0,0.0
1.552518923844694e+18,1.552504774842806e+18,id,2022-07-28 04:58:50,1.368558452495151e+18,"@moondaiys DUHHHH jangan sampe ketauan deh kaa
https://t.co/VgsLmswLYS",0,0,0,0,"@moondaiys duhhhh don't get caught kaa
https://t.co/vgslmswlys",-0.5,0.6
1.55251885503703e+18,1.552153539069514e+18,id,2022-07-28 04:58:34,1.368558452495151e+18,"@cheerswm @txtfrombrand gabutt banget sih kaa lebih tepatnyaa
https://t.co/VgsLmswLYS",0,0,0,0,"@cheerswm @txtfrombrand is really more precise
https://t.co/vgslmswlys",0.45,0.65
1.552518707070456e+18,1.552504453051589e+18,id,2022-07-28 04:57:58,1.368558452495151e+18,"@chummyalligator @GreenTrexxx melebihi ibu ibu komplek kaa kwkwkw
https://t.co/VgsLmswLYS",0,0,0,0,"@chummyalligator @greentrexxx exceeds the mother of the KAA KWKWKW complex
https://t.co/vgslmswlys",-0.3,0.4
1.552518611863974e+18,1.552178241951379e+18,tl,2022-07-28 04:57:36,1.368558452495151e+18,"@Flowlylonely @rainclxudia @convomfs HAHAHAHHA
https://t.co/VgsLmswLYS",0,0,0,0,"@Flowlylonely @rainclxudia @convomfs hahahahha
https://t.co/VGSLMSWLYS",0.0,0.0
1.552518578124952e+18,1.552157315771822e+18,id,2022-07-28 04:57:28,1.368558452495151e+18,"@hframa_ @kucingkaiden @txtfrombrand ngeri data2 penting malah bocor semuaa
https://t.co/VgsLmswLYS",0,0,1,0,"@hframa_ @kucingkaiden @txtfrombrand horrified important data even leaked all
https://t.co/vgslmswlys",0.4,1.0
1.55251844586598e+18,1.552507984760426e+18,id,2022-07-28 04:56:56,1.368558452495151e+18,"@imntrllygd kayaknya emang gabut deh kaa dia mah
https://t.co/VgsLmswLYS",0,0,0,0,"@imntrllygd I think it's really good
https://t.co/vgslmswlys",0.7,0.6000000000000001
1.552518422390788e+18,1.552518422390788e+18,id,2022-07-28 04:56:50,1.286028148367192e+18,"SURAT TERBUKA UNTUK ADMIN JUDI. JANGAN WHATSAPP TERUS TERUSAN, NANTI DI KIRA KOMINFO AKU MAIN JUDI LOOOOH",0,0,0,0,"Open Letter to Gambling Admin. Don't WhatsApp Continue to Can Canal, I Think You To Kominfo I Play Gambling Looooh",0.0,0.5
1.552518373518414e+18,1.552157315771822e+18,id,2022-07-28 04:56:39,1.368558452495151e+18,"@intndy @txtfrombrand makin gaa paham dehh kaa sama kebijakan kominfo
https://t.co/VgsLmswLYS",0,0,0,0,"@intndy @txtfrombrand increasingly not understand the same as the Ministry of Communication and Information Policy
https://t.co/vgslmswlys",0.0,0.125
1.552517996706505e+18,1.5525111133631e+18,id,2022-07-28 04:55:09,1.368558452495151e+18,"@AsakaKuramoto twitter udah didaftarin ko kaa
https://t.co/VgsLmsfb7k",0,0,0,0,"@Asakakuramoto Twitter has been registered
https://t.co/vgslmsfb7k",0.0,0.0
1.552517978096222e+18,1.552517978096222e+18,id,2022-07-28 04:55:05,1.342905759130997e+18,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE

https://t.co/YWrWXuADIX https://t.co/vZlas8yTzK",0,0,0,0,"Kominfo is said to be able to take a peek at Whatsapp-Gmail conversation through PSE rules

https://t.co/ywrwxuadix https://t.co/vzlas8ytzk",0.5,0.625
1.552517814296056e+18,1.552153539069514e+18,id,2022-07-28 04:54:25,1.368558452495151e+18,"@nrlhdyhs @txtfrombrand makanyaa itu kaa, duhhh privasi makin kebongkar
https://t.co/VgsLmswLYS",0,0,0,0,"@nrlhdyhs @txtfrombrand, that's why, duhhh privacy is increasingly uncovered
https://t.co/vgslmswlys",-0.5,0.6
1.552517729856344e+18,1.552512372421538e+18,id,2022-07-28 04:54:05,1.368558452495151e+18,"@haiiend makanyaa itu kaa wkwkwk
https://t.co/VgsLmswLYS",0,0,0,0,"@haiiend so that's why
https://t.co/vgslmswlys",0.0,0.0
1.552517659714916e+18,1.552178241951379e+18,id,2022-07-28 04:53:49,1.368558452495151e+18,"@grommysly @convomfs @aglioeolioendes kominfo kenapa yaa kalo bkin peraturan agak aneh
https://t.co/VgsLmswLYS",0,1,0,0,"@grommysly @convomfs @aglioeoloendes Kominfo why if it can be a bit weird rules
https://t.co/vgslmswlys",-0.5,1.0
1.552517549278933e+18,1.552513494838157e+18,id,2022-07-28 04:53:22,1.368558452495151e+18,"@bombsgrey kenapa yaaa kominfo kalo bkin peraturan aneh2 banget
https://t.co/VgsLmswLYS",0,0,0,0,"@bombsgrey why is the Communication and Information
https://t.co/vgslmswlys",0.0,0.0
1.552517473777242e+18,1.552313572197548e+18,tl,2022-07-28 04:53:04,1.368558452495151e+18,"@shahiraudii @Soobatreceh hahhahaha
https://t.co/VgsLmswLYS",0,0,0,0,"@shahiraudii @soobatreceh hahhahaha
https://t.co/VGSLMSWLYS",0.0,0.0
